Name,Department,Faculty,Profile_Link
DR. CHANDIKA D. GAMAGE,Department of Microbiology,Faculty of Medicine,http://med.pdn.ac.lk/departments/microbiology/staff/chandikagamage.html
DR. VERANJA LIYANAPATHIRANA,Department of Microbiology,Faculty of Medicine,http://med.pdn.ac.lk/departments/microbiology/staff/veranja.html
DR. CHAMPA NEELAKANTHI RATNATUNGA,Department of Microbiology,Faculty of Medicine,http://med.pdn.ac.lk/departments/microbiology/staff/champa.html
Dr. Asanka Tennegedara,Department of Microbiology,Faculty of Medicine,http://med.pdn.ac.lk/departments/microbiology/staff/tennegedara.html
Prof. Vasanthi Pinto,Department of Anaesthesiology,Faculty of Medicine,http://med.pdn.ac.lk/departments/anaesthesiology/staff/pinto.html
Dr W.M.A.S.B.Wasala,Department of Anaesthesiology,Faculty of Medicine,http://med.pdn.ac.lk/departments/anaesthesiology/staff/wasala.html
Dr. A.B. Abeysundara,Department of Anaesthesiology,Faculty of Medicine,http://med.pdn.ac.lk/departments/anaesthesiology/staff/abeysundara.html
Dr. P.S.K.Nanayakkara,Department of Anaesthesiology,Faculty of Medicine,target='_blank'
Dr (Mrs) H.M.A.U. Jayasinghe,Department of Anaesthesiology,Faculty of Medicine,target='_blank'
Dr. Pabasari Ginige,Department of Psychiatry,Faculty of Medicine,http://med.pdn.ac.lk/departments/psychiatry/staff/pabasari.html
Prof. Thilini Rajapakse,Department of Psychiatry,Faculty of Medicine,http://med.pdn.ac.lk/departments/psychiatry/staff/rajapaksa.html
Prof. G.S. Shavindra Rukshan Dias,Department of Psychiatry,Faculty of Medicine,http://med.pdn.ac.lk/departments/psychiatry/staff/dias.html
Dr.Dewasmika Indrapali Ariyasinghe,Department of Psychiatry,Faculty of Medicine,http://med.pdn.ac.lk/departments/psychiatry/staff/dewasmika.html
Dr. H.G.V.W. Wijesiri,Department of Psychiatry,Faculty of Medicine,target='_blank'
Prof. Sarathchandra Kodikara,Department of Forensic Medicine,Faculty of Medicine,http://med.pdn.ac.lk/departments/forensic/staff/kodikara.html
Prof. Dinesh Fernando,Department of Forensic Medicine,Faculty of Medicine,http://med.pdn.ac.lk/departments/forensic/staff/fernando.html
Dr. Deepthi Edussuriya,Department of Forensic Medicine,Faculty of Medicine,http://med.pdn.ac.lk/departments/forensic/staff/edussuriya.html
DR.INDUWARA GOONERATNE,Department of Forensic Medicine,Faculty of Medicine,http://med.pdn.ac.lk/departments/forensic/staff/goonaratne.html
DR. AMAL VADISINGHE,Department of Forensic Medicine,Faculty of Medicine,http://med.pdn.ac.lk/departments/forensic/staff/vadysinghe.html
Dr Yasitha Arosha Illangasekera,Department of Pharmacology,Faculty of Medicine,http://med.pdn.ac.lk/departments/pharmacology/staff/illangasekara.html
Dr. U. Dangahadeniya,Department of Pharmacology,Faculty of Medicine,http://med.pdn.ac.lk/departments/pharmacology/staff/dangadeniya.html
Dr. Sanjeewani Fonseka,Department of Pharmacology,Faculty of Medicine,http://med.pdn.ac.lk/departments/pharmacology/staff/fonseka.html
Dr.H.M.T.W. Senaviratne,Department of Pharmacology,Faculty of Medicine,http://med.pdn.ac.lk/departments/pharmacology/staff/senavirathna.html
Professor S.D. Dharmaratne,Department of Community Medicine,Faculty of Medicine,http://med.pdn.ac.lk/departments/communitymedicine/staff/profdharmaratne.html
Professor Ananda Jayasinghe,Department of Community Medicine,Faculty of Medicine,http://med.pdn.ac.lk/departments/communitymedicine/staff/jayasinghe.html
Professor P.V.R. Kumarasiri,Department of Community Medicine,Faculty of Medicine,http://med.pdn.ac.lk/departments/communitymedicine/staff/profkumarasiri.html
DR. SAMPATH TENNAKOON,Department of Community Medicine,Faculty of Medicine,http://med.pdn.ac.lk/departments/communitymedicine/staff/thennakoon.html
DR. KALYANI PETHIYAGODA,Department of Community Medicine,Faculty of Medicine,http://med.pdn.ac.lk/departments/communitymedicine/staff/pethiyagoda.html
Dr. S.M.J.Padmini Suraweera,Department of Community Medicine,Faculty of Medicine,http://med.pdn.ac.lk/departments/communitymedicine/staff/suraweera.html
DR. DEVANI DISSANAYAKE,Department of Community Medicine,Faculty of Medicine,http://med.pdn.ac.lk/departments/communitymedicine/staff/dissanayake.html
DR. SAMIDI NAVARATNA,Department of Community Medicine,Faculty of Medicine,http://med.pdn.ac.lk/departments/communitymedicine/staff/navarathna.html
Dr(Mrs) Damayanthi Kusum Kumari Nanayakkara,Department of Community Medicine,Faculty of Medicine,http://med.pdn.ac.lk/departments/nmu/staff/nanayakkara.html
Dr. L. Watawana,Department of Community Medicine,Faculty of Medicine,http://med.pdn.ac.lk/departments/nmu/staff/watawana.html
Prof. K.N. Marambe,Medical Education Unit,Faculty of Medicine,http://med.pdn.ac.lk/departments/meu/staff/marambe.html
Dr. Sisira Dharmaratne,Medical Education Unit,Faculty of Medicine,http://med.pdn.ac.lk/departments/meu/staff/dharmaratne.html
Prof. Arjuna Medagama,Department of Medicine,Faculty of Medicine,http://med.pdn.ac.lk/departments/medicine/staff/medagama.html
Prof. S.A.M. Kularatne,Department of Medicine,Faculty of Medicine,http://med.pdn.ac.lk/departments/medicine/staff/kularatne.html
Prof. Chandrika Jayasinghe,Department of Medicine,Faculty of Medicine,http://med.pdn.ac.lk/departments/medicine/staff/jayasinghe.html
Prof. W.A.T.A. Jayalath,Department of Medicine,Faculty of Medicine,http://med.pdn.ac.lk/departments/medicine/staff/jayalath.html
Prof. I.B. Gawarammana,Department of Medicine,Faculty of Medicine,http://med.pdn.ac.lk/departments/medicine/staff/gawarammanna.html
Prof. Udaya Ralapanawa,Department of Medicine,Faculty of Medicine,http://med.pdn.ac.lk/departments/medicine/staff/ralapanawa.html
Dr. Manoji Pathirage,Department of Medicine,Faculty of Medicine,http://med.pdn.ac.lk/departments/medicine/staff/pathirage.html
Dr. Shamali Abeyagunawardena,Department of Medicine,Faculty of Medicine,http://med.pdn.ac.lk/departments/medicine/staff/abeyagunawardena.html
Dr. Duminda Yasaratne,Department of Medicine,Faculty of Medicine,http://med.pdn.ac.lk/departments/medicine/staff/yasaratne.html
Dr. Rajitaj Abeysekara,Department of Medicine,Faculty of Medicine,http://med.pdn.ac.lk/departments/medicine/staff/abeysekara.html
Dr. D.A.C.L. Dalugama,Department of Medicine,Faculty of Medicine,target='_blank'
Dr. C. L. Dandeniya,Department of Medicine,Faculty of Medicine,http://med.pdn.ac.lk/departments/medicine/staff/dandeniya.html
Dr. C. Ratnayake,Department of Obsterics & Gynaecology,Faculty of Medicine,http://med.pdn.ac.lk/departments/gyn&obs/staff/rathnayake.html
Prof. K. Gunawardana,Department of Obsterics & Gynaecology,Faculty of Medicine,target='_blank'
Dr. (Mrs.) E.W. Samarakoon,Department of Obsterics & Gynaecology,Faculty of Medicine,http://med.pdn.ac.lk/departments/gyn&obs/staff/samarakoon.html
Dr. Asoka Karunananda,Department of Obsterics & Gynaecology,Faculty of Medicine,http://med.pdn.ac.lk/departments/gyn&obs/staff/karunananda.html
Dr. K.I.C. Kandauda,Department of Obsterics & Gynaecology,Faculty of Medicine,http://med.pdn.ac.lk/departments/gyn&obs/staff/kandauda.html
Dr. D.M.C.S. Jayasundara,Department of Obsterics & Gynaecology,Faculty of Medicine,target='_blank'
Dr. M.C. Gihan,Department of Obsterics & Gynaecology,Faculty of Medicine,target='_blank'
Dr.M.D. Nagarathne,Department of Obsterics & Gynaecology,Faculty of Medicine,target='_blank'
Dr.A.H.H.M. Jayaweera,Department of Paediatrics,Faculty of Medicine,http://med.pdn.ac.lk/departments/paediatrics/staff/jayaweera.html
Prof.A.S.Abeyagunawardana,Department of Paediatrics,Faculty of Medicine,http://med.pdn.ac.lk/departments/paediatrics/staff/abeygunawardana.html
Dr.Thushara Kudagammana,Department of Paediatrics,Faculty of Medicine,http://med.pdn.ac.lk/departments/paediatrics/staff/kudagammana.html
Prof. Rasnayake M. Mudiyanse,Department of Paediatrics,Faculty of Medicine,http://med.pdn.ac.lk/departments/paediatrics/staff/mudiyanse.html
Dr Pathum Vindana Dissanayake,Department of Paediatrics,Faculty of Medicine,http://med.pdn.ac.lk/departments/paediatrics/staff/dissanayake.html
DR. RANJIV SHENAL THALGAHAGODA,Department of Paediatrics,Faculty of Medicine,http://med.pdn.ac.lk/departments/paediatrics/staff/thalgahagoda.html
Dr. M.G.D.V.K. Kiridana,Department of Paediatrics,Faculty of Medicine,target='_blank'
Dr. H.M.P.U Dematawa,Department of Paediatrics,Faculty of Medicine,target='_blank'
Dr. Arinda Dharmapala,Department of Surgery,Faculty of Medicine,http://med.pdn.ac.lk/departments/surgery/staff/dharmapala.html
Prof. M.D. Lamawansa,Department of Surgery,Faculty of Medicine,http://med.pdn.ac.lk/departments/surgery/staff/lamawansa.html
Dr. A.U.B. Pethiyagada,Department of Surgery,Faculty of Medicine,http://med.pdn.ac.lk/departments/surgery/staff/pethiyagoda.html
Prof. K.B. Galketiya,Department of Surgery,Faculty of Medicine,http://med.pdn.ac.lk/departments/surgery/staff/galketiya.html
Dr. H.M.S.R.B. Kotakadeniya,Department of Surgery,Faculty of Medicine,http://med.pdn.ac.lk/departments/surgery/staff/kotakadeniya.html
Dr. A.K.B.B.T.B. Samarasinghe,Department of Surgery,Faculty of Medicine,http://med.pdn.ac.lk/departments/surgery/staff/DrBandula.html
Dr. S.P.M. Peiris,Department of Surgery,Faculty of Medicine,http://med.pdn.ac.lk/departments/surgery/staff/peiris.html
Dr. E.M.U.J.B. Ekanayake,Department of Surgery,Faculty of Medicine,http://med.pdn.ac.lk/departments/surgery/staff/drjanaka.html
Dr. R.M.J.B.S. Rathnayake,Department of Surgery,Faculty of Medicine,target='_blank'
Dr. M. Hettiarachchi,Department of Surgery,Faculty of Medicine,target='_blank'
Dr. Buddhika Dassanayake,Department of Surgery,Faculty of Medicine,http://med.pdn.ac.lk/departments/surgery/staff/dassanayake.html
Dr. C.J.G. Galappaththy,Department of Surgery,Faculty of Medicine,target='_blank'
Prof. P. B. Hewavithana,Department of Radiology,Faculty of Medicine,http://med.pdn.ac.lk/departments/radiology/staff/badra.html
Dr. S. Rosairo,Department of Radiology,Faculty of Medicine,http://med.pdn.ac.lk/departments/radiology/staff/rosairo.html
Dr. J.J.K.H. Udupihille,Department of Radiology,Faculty of Medicine,target='_blank'
Dr. Fariha Sitheeque,Department of Radiology,Faculty of Medicine,http://med.pdn.ac.lk/departments/radiology/staff/fariha.html
Prof. D.M. Deepthi Yakandawala,Department of Botany,Faculty of Science,http://sci.pdn.ac.lk/botany/staff/contactDeepthi.php
Prof. H.M.S.P. Madawala,Department of Botany,Faculty of Science,http://sci.pdn.ac.lk/botany/staff/contactMadawala.php
Prof. G.A.D. Perera,Department of Botany,Faculty of Science,http://sci.pdn.ac.lk/botany/staff/contactPerera.php
Prof. C.L. Abayasekera,Department of Botany,Faculty of Science,http://sci.pdn.ac.lk/botany/staff/contactCharmalie.php
Prof. K.M.G.G. Jayasuriya,Department of Botany,Faculty of Science,http://sci.pdn.ac.lk/botany/staff/contactGehan.php
Dr. A.M. Karunaratne,Department of Botany,Faculty of Science,http://sci.pdn.ac.lk/botany/staff/contactAnjani.php
Prof. W.A.M. Daundasekera,Department of Botany,Faculty of Science,http://sci.pdn.ac.lk/botany/staff/contactMalkanthi.php
Dr. A.M.T.A. Gunaratne,Department of Botany,Faculty of Science,http://sci.pdn.ac.lk/botany/staff/contactThilanka.php
Dr. J.W. Damunupola,Department of Botany,Faculty of Science,http://sci.pdn.ac.lk/botany/staff/contactJilushi.php
Dr. S.C.K. Rubasinghe,Department of Botany,Faculty of Science,http://sci.pdn.ac.lk/botany/staff/contactSumudu.php
Dr. A.D. Sarangi N.P. Athukorala,Department of Botany,Faculty of Science,http://sci.pdn.ac.lk/botany/staff/contactSarangi.php
Dr. N. Suranjith Gama-Arachchige,Department of Botany,Faculty of Science,http://sci.pdn.ac.lk/botany/staff/contactSuranjith.php
Dr. Chandima Ariyarathne,Department of Botany,Faculty of Science,http://sci.pdn.ac.lk/botany/staff/contactChandima.php
Dr. W.R. Priyanga Wijesinghe,Department of Botany,Faculty of Science,http://sci.pdn.ac.lk/botany/staff/contactPriyanga.php
Ms. B. S. Nanayakkara,Department of Botany,Faculty of Science,http://sci.pdn.ac.lk/botany/staff/contactNanayakkara.php
Dr. J. A. T.C. Ariyasena,Department of Chemistry,Faculty of Science,http://sci.pdn.ac.lk/chemistry/staff/contactThiloka.php
Dr. W. M. A. T. Bandara,Department of Chemistry,Faculty of Science,http://sci.pdn.ac.lk/chemistry/staff/contactAthula-Bandara.php
Prof. M. Y. U. Ganehenege,Department of Chemistry,Faculty of Science,http://sci.pdn.ac.lk/chemistry/staff/contactGanehenege.php
Dr. W. S. S. Gunathilake,Department of Chemistry,Faculty of Science,http://sci.pdn.ac.lk/chemistry/staff/contactGunathilake.php
Prof. C. V. Hettiarachchi,Department of Chemistry,Faculty of Science,http://sci.pdn.ac.lk/chemistry/staff/contactHettiarachchi.php
Dr. J. M. Susanthi Jayasinghe,Department of Chemistry,Faculty of Science,http://sci.pdn.ac.lk/chemistry/staff/contactSusanthi-Jayasinghe.php
Dr. A. C. A. Jayasundera,Department of Chemistry,Faculty of Science,http://sci.pdn.ac.lk/chemistry/staff/contactChamara.php
Prof. D. N. Karunaratne,Department of Chemistry,Faculty of Science,http://sci.pdn.ac.lk/chemistry/staff/contactNedra.php
Prof. N. L. V. V. Karunaratne,Department of Chemistry,Faculty of Science,http://sci.pdn.ac.lk/chemistry/staff/contactVeranja.php
Prof. A. N. Navaratne,Department of Chemistry,Faculty of Science,http://sci.pdn.ac.lk/chemistry/staff/contactAyanthi.php
Prof. A. D. L. C. Perera,Department of Chemistry,Faculty of Science,http://sci.pdn.ac.lk/chemistry/staff/contactChandani.php
Dr. H. A. I. R. Perera,Department of Chemistry,Faculty of Science,http://sci.pdn.ac.lk/chemistry/staff/contactPerera.php
Prof. H. M. D. N. Priyantha,Department of Chemistry,Faculty of Science,http://sci.pdn.ac.lk/chemistry/staff/contactNarmal.php
Prof. R. M. G. Rajapakse,Department of Chemistry,Faculty of Science,http://sci.pdn.ac.lk/chemistry/staff/contactRajapakse.php
Dr. R. J. K. U. Ranatunga,Department of Chemistry,Faculty of Science,http://sci.pdn.ac.lk/chemistry/staff/contactUdayana.php
Dr. V. N. Seneviratne,Department of Chemistry,Faculty of Science,http://sci.pdn.ac.lk/chemistry/staff/contactVajira.php
Dr. D. R. Uduwela,Department of Chemistry,Faculty of Science,http://sci.pdn.ac.lk/chemistry/staff/contactUduwela.php
Prof. A. Wickramasinghe,Department of Chemistry,Faculty of Science,http://sci.pdn.ac.lk/chemistry/staff/contactAnura.php
Prof. Rohana Chandrajith,Department of Geology,Faculty of Science,http://sci.pdn.ac.lk/geology/staff/contactRohan.php
Prof. Atula Senaratne,Department of Geology,Faculty of Science,http://sci.pdn.ac.lk/geology/staff/contactAtula.php
Prof. H.A.H. Jayasena,Department of Geology,Faculty of Science,http://sci.pdn.ac.lk/geology/staff/contactJayasen.php
Prof. H.M.T.G.A. Pitawala,Department of Geology,Faculty of Science,http://sci.pdn.ac.lk/geology/staff/contactPitawala.php
Prof. H.A. Dharmagunawardane,Department of Geology,Faculty of Science,http://sci.pdn.ac.lk/geology/staff/contactDharmagunawardane.php
Mr. L.R.K. Perera,Department of Geology,Faculty of Science,http://sci.pdn.ac.lk/geology/staff/contactPerera.php
Dr. A.A.J.K. Gunatilake,Department of Geology,Faculty of Science,http://sci.pdn.ac.lk/geology/staff/contactJagath.php
Mr. U. B. Amarasinghe,Department of Geology,Faculty of Science,http://sci.pdn.ac.lk/geology/staff/contactAmarasinghe.php
Prof. Sanjeewa P.K. Malaviarachchi,Department of Geology,Faculty of Science,http://sci.pdn.ac.lk/geology/staff/contactSanjeewa.php
Dr. N.W.B. Balasooriya,Department of Geology,Faculty of Science,http://sci.pdn.ac.lk/geology/staff/contactNanda.php
Dr. Nadeesha Koralage,Department of Geology,Faculty of Science,http://sci.pdn.ac.lk/geology/staff/contactNadeesha.php
Dr. P.L. Dharmapriya,Department of Geology,Faculty of Science,http://sci.pdn.ac.lk/geology/staff/contactDharmapriya.php
Prof. A.A.I. Perera,Department of Mathematics,Faculty of Science,http://sci.pdn.ac.lk/maths/staff/contactAthula-Perera.php
Prof. W.B. Daundasekera,Department of Mathematics,Faculty of Science,http://sci.pdn.ac.lk/maths/staff/contactDaundasekera.php
Dr. J. A. Weliwita,Department of Mathematics,Faculty of Science,http://sci.pdn.ac.lk/maths/staff/contactWeliwita.php
Mrs. W.N.P. Rodrigo,Department of Mathematics,Faculty of Science,http://sci.pdn.ac.lk/maths/staff/contactRodrigo.php
Dr. Z.A.M.S. Juman,Department of Mathematics,Faculty of Science,http://sci.pdn.ac.lk/maths/staff/contactJuman.php
Dr. Rekha De Silva,Department of Mathematics,Faculty of Science,http://sci.pdn.ac.lk/maths/staff/contactRekha.php
Dr. A. K. Amarasinghe,Department of Mathematics,Faculty of Science,http://sci.pdn.ac.lk/maths/staff/contactAmarasinghe.php
Dr. P.G.R.S. Ranasinghe,Department of Mathematics,Faculty of Science,http://sci.pdn.ac.lk/maths/staff/contactRanasinghe.php
Ms. A.M.C.U.M.Athapattu,Department of Mathematics,Faculty of Science,target='_blank'
Ms. M.M.R. Balasooriya,Department of Mathematics,Faculty of Science,http://sci.pdn.ac.lk/maths/staff/contactBalasooriya.php
Mrs. A.A.C.A.Jayatilake,Department of Mathematics,Faculty of Science,http://sci.pdn.ac.lk/maths/staff/contactJayatilake.php
Mr. K.M.N.M. Chathuranga,Department of Mathematics,Faculty of Science,http://sci.pdn.ac.lk/maths/staff/contactChathuranga.php
Mrs. H.M.I.U.Herath,Department of Mathematics,Faculty of Science,http://sci.pdn.ac.lk/maths/staff/contactHerath.php
Mr. K.D.E.Dhananjaya,Department of Mathematics,Faculty of Science,http://sci.pdn.ac.lk/maths/staff/contactDhananjaya.php
Prof. R. G. S. C. Rajapakse,Department of Molecular Biology and Bio-Technology,Faculty of Science,http://sci.pdn.ac.lk/molecular/staff/contactSanath.php
Prof. Preminda Samaraweera,Department of Molecular Biology and Bio-Technology,Faculty of Science,http://sci.pdn.ac.lk/molecular/staff/contactSamaraweera.php
Prof. S. D. Suneth S. Sooriyapathirana,Department of Molecular Biology and Bio-Technology,Faculty of Science,http://sci.pdn.ac.lk/molecular/staff/contactSooriyapathirana.php
Mrs. M. P. Chandima S. Dhanapala,Department of Molecular Biology and Bio-Technology,Faculty of Science,http://sci.pdn.ac.lk/molecular/staff/contactChandima.php
Prof. L.R.A.K. Bandara,Department of Physics,Faculty of Science,http://sci.pdn.ac.lk/physics/staff/contactKalinga.php
Dr. P.W.S.K. Bandaranayake,Department of Physics,Faculty of Science,http://sci.pdn.ac.lk/physics/staff/contactBandaranayake.php
Dr. V. A. Seneviratne,Department of Physics,Faculty of Science,http://sci.pdn.ac.lk/physics/staff/contactVaruni.php
Prof. Pubudu Samarasekara,Department of Physics,Faculty of Science,http://sci.pdn.ac.lk/physics/staff/contactPubudu.php
Dr. J.P. Liyanage,Department of Physics,Faculty of Science,http://sci.pdn.ac.lk/physics/staff/contactLiyanage.php
Dr. J.A.C.P. Jayalath,Department of Physics,Faculty of Science,http://sci.pdn.ac.lk/physics/staff/contactJayalath.php
Dr. B.S. Dassanayake,Department of Physics,Faculty of Science,http://sci.pdn.ac.lk/physics/staff/contactBuddika.php
Dr. T.P. Ranawaka,Department of Physics,Faculty of Science,http://sci.pdn.ac.lk/physics/staff/contactRanawaka.php
Dr. B. M. Karunananda Pemasiri,Department of Physics,Faculty of Science,http://sci.pdn.ac.lk/physics/staff/contactPemasiri.php
Dr. V. Sivakumar,Department of Physics,Faculty of Science,http://sci.pdn.ac.lk/physics/staff/contactSivakumar.php
Dr. L. K. Narangammana,Department of Physics,Faculty of Science,http://sci.pdn.ac.lk/physics/staff/contactNarangammana.php
Dr. H. C. S. Perera,Department of Physics,Faculty of Science,http://sci.pdn.ac.lk/physics/staff/contactPerera.php
Mr. Rachitha Mendis,Department of Physics,Faculty of Science,http://sci.pdn.ac.lk/physics/staff/contactMendis.php
Dr. T. M. W. J. Bandara,Department of Physics,Faculty of Science,http://sci.pdn.ac.lk/physics/staff/contactWijendraBandara.php
Prof. Pushpakanthie Wijekoon,Department of Statistics and Computer Science,Faculty of Science,http://sci.pdn.ac.lk/scs/staff/contactPushpa.php
Prof. Saluka R. Kodituwakku,Department of Statistics and Computer Science,Faculty of Science,http://sci.pdn.ac.lk/scs/staff/contactSaluka.php
Prof. Roshan D. Yapa,Department of Statistics and Computer Science,Faculty of Science,http://sci.pdn.ac.lk/scs/staff/contactRoshan.php
Dr. Amalka J. Pinidiyaarachchi,Department of Statistics and Computer Science,Faculty of Science,http://sci.pdn.ac.lk/scs/staff/contactAmalka.php
Dr. Ruwan D. Nawarathna,Department of Statistics and Computer Science,Faculty of Science,http://sci.pdn.ac.lk/scs/staff/contactNawarathna.php
Dr. Sachith P. Abeysundara,Department of Statistics and Computer Science,Faculty of Science,http://sci.pdn.ac.lk/scs/staff/contactSachith.php
Dr. S.A. Ruwan Punchi Manage,Department of Statistics and Computer Science,Faculty of Science,http://sci.pdn.ac.lk/scs/staff/contactSaranga.php
Dr. Hemalika T.K. Abeysundara,Department of Statistics and Computer Science,Faculty of Science,http://sci.pdn.ac.lk/scs/staff/contactHemalika.php
Dr. Ruwanthini Siyambalapitiya,Department of Statistics and Computer Science,Faculty of Science,http://sci.pdn.ac.lk/scs/staff/contactSiyambalapitiya.php
Dr. Lakshika S. Nawarathna,Department of Statistics and Computer Science,Faculty of Science,http://sci.pdn.ac.lk/scs/staff/contactLakshika%20.php
Dr. Erunika O. Dayarthne,Department of Statistics and Computer Science,Faculty of Science,http://sci.pdn.ac.lk/scs/staff/contactErunika.php
Mr. Mahasen Dehideniya,Department of Statistics and Computer Science,Faculty of Science,http://sci.pdn.ac.lk/scs/staff/contactMahasen.php
Mr. M.A.P. Chamikara,Department of Statistics and Computer Science,Faculty of Science,http://sci.pdn.ac.lk/scs/staff/contactChamikara.php
Mr. Prabhath Gunathilake,Department of Statistics and Computer Science,Faculty of Science,http://sci.pdn.ac.lk/scs/staff/contactPrabhath.php
Mrs. Thilini Dulanjali Kularatne,Department of Statistics and Computer Science,Faculty of Science,http://sci.pdn.ac.lk/scs/staff/contactDulanjali.php
Dr. Hakim A. Usoof,Department of Statistics and Computer Science,Faculty of Science,http://sci.pdn.ac.lk/scs/staff/contactHakim.php
Mr. Bhashithe Abeysinghe,Department of Statistics and Computer Science,Faculty of Science,http://sci.pdn.ac.lk/scs/staff/contactBhashithe.php
Prof. S.H.P. Parakrama Karunaratne,Department of Zoology,Faculty of Science,http://sci.pdn.ac.lk/zoology/staff/contactParakrama.php
Prof. K.B. Ranawana,Department of Zoology,Faculty of Science,http://sci.pdn.ac.lk/zoology/staff/contactRanawana.php
Prof. Rupika Subashini Rajakaruna,Department of Zoology,Faculty of Science,http://sci.pdn.ac.lk/zoology/staff/contactRupika.php
Prof. Sudharma .K. Yatigammana,Department of Zoology,Faculty of Science,http://sci.pdn.ac.lk/zoology/staff/contactSudharma.php
Dr. Suyama Boyagoda,Department of Zoology,Faculty of Science,http://sci.pdn.ac.lk/zoology/staff/contactSuyama.php
Prof. W.A. Inoka P. Karunaratne,Department of Zoology,Faculty of Science,http://sci.pdn.ac.lk/zoology/staff/contactInoka.php
Dr. N. P. S. Kumburegama,Department of Zoology,Faculty of Science,http://sci.pdn.ac.lk/zoology/staff/contactKumburegama.php
Mr. Chaminda Wijesundara,Department of Zoology,Faculty of Science,http://sci.pdn.ac.lk/zoology/staff/contactWijesundara.php
Dr. W.A. Priyanka .P. De Silva,Department of Zoology,Faculty of Science,http://sci.pdn.ac.lk/zoology/staff/contactPriyanka.php
Dr. T.C. Weeraratne,Department of Zoology,Faculty of Science,http://sci.pdn.ac.lk/zoology/staff/contactWeeraratne.php
Ms. T. A. Jayaweera,Department of Zoology,Faculty of Science,http://sci.pdn.ac.lk/zoology/staff/contactJayaweera.php
Dr. Piyumali K. Perera,Department of Zoology,Faculty of Science,http://sci.pdn.ac.lk/zoology/staff/contactPiyumali.php
Ms. C.S. Munasinghe,Department of Zoology,Faculty of Science,http://sci.pdn.ac.lk/zoology/staff/contactChathurika.php
Mr. D.R.G.W.B. Ellepola,Department of Zoology,Faculty of Science,http://sci.pdn.ac.lk/zoology/staff/contactEllepola.php
Ms. Shamindri Tennakoon,Department of Zoology,Faculty of Science,http://sci.pdn.ac.lk/zoology/staff/contactThennakoon.php
Prof. R. G. S. C. Rajapakse,Science Education Unit,Faculty of Science,http://sci.pdn.ac.lk/molecular/staff/contactSanath.php
Dr. W.D. Chandrasena,Science Education Unit,Faculty of Science,http://sci.pdn.ac.lk/seu/staff/contactChandrasena.php
Mr. A.M.R.S. Bandara,Science Education Unit,Faculty of Science,http://sci.pdn.ac.lk/seu/staff/contactSaumya.php
Prof. H. B. S. Ariyaratne,Department of Basic Veterinary Sciences,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/bvs/Prof_AriyaratneHBS.php
Dr. D. Madura S. Munasinghe,Department of Basic Veterinary Sciences,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/bvs/DrMaduraMunasinghe.php
Dr.Anoja Wanigasekera,Department of Basic Veterinary Sciences,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/bvs/Dr_Anoja_Wanigasekara.php
Dr. Niromi K. Jayasekera,Department of Basic Veterinary Sciences,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/bvs/Dr%20Niromi%20Jayasekara.php
Dr. L. J. P. Anura P. Jayasooriya,Department of Basic Veterinary Sciences,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/bvs/Dr%20Anura%20Jayasooriya.php
Dr. L. G. Sampath Lokugalappatti,Department of Basic Veterinary Sciences,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/bvs/Dr%20LGS%20Lokugalappatti.php
Dr. L. G. Sampath Lokugalappatti,Department of Basic Veterinary Sciences,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/bvs/Dr%20LGS%20Lokugalappatti.php
Dr.Y A M Saumya Wickramasinghe,Department of Basic Veterinary Sciences,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/bvs/Dr%20Saumya%20Wickramasinghenew.php
Dr. Nilmini Jayasena,Department of Basic Veterinary Sciences,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/bvs/Dr%20Nilmini%20Jayasena.php
Dr. Dilan Satharasinghe,Department of Basic Veterinary Sciences,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/bvs/Dr%20Dilan%20Satharasinghe.php
Dr. R. M. S. B. K. Ranasinghe,Department of Basic Veterinary Sciences,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/bvs/Dr%20%20BKRanasinghe.php
Dr. A. M. Ushani Atapattu,Department of Basic Veterinary Sciences,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/bvs/Dr%20Ushani%20Attapattu.php
Dr. Sathya Nadeeshani,Department of Basic Veterinary Sciences,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/bvs/Dr%20Sathya%20Nadeeshani.php
Dr. G. S. Panduka De S. Gunawardena,Department of Veterinary Pathobiology,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/vpb/Dr%20Panduka%20Gunawardenanew.php
Prof. R. P. V. J. Rajapakse,Department of Veterinary Pathobiology,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/vpb/Prof%20Rajapakse.php
